atc_code,atc_description
m05bc01,Bmp-2
m05bc02,Bmp-7
m09,Otras drogas para desórdenes del sistema musculoesquelético
m09a,Otros fármacos para desórdenes del sistema musculoesqueléticos
m09ab,Enzimas
m09ab02,Colagenasa de clostridium histolítico
m09ax,Otros fármacos para desórdenes del sistema musculoesquelético
m09ax01,Ácido hialurónico
m09ax03,Atalureno
m09ax02,Condrocitos autólogos
m09ax91,"Nucleótidos, combinaciones con"
m09ax07,Nusinersén
m09ax09,Onasemnogen abeparvovec
m09ax10,Risdiplam
m04,Preparados antigotosos
m04a,Preparados antigotosos
m04ab,Preparados que aumentan la excreción de ácido úrico
m04ab03,Benzbromarona
m04ab05,Lesinurad
m04aa,Preparados que inhiben la producción de ácido úrico
m04aa01,Alopurinol
m04aa51,"Alopurinol, combinaciones con"
m04aa03,Febuxostat
m04ac,Preparados sin efecto sobre el metabolismo del ácido úrico
m04ac01,Colchicina
m04ac51,Colchicina combinaciones con
m01,Productos antiinflamatorios y antirreumáticos
m01b,Agentes antiinflamatorios/ antirreumáticos en combinación
m01bx,Otros agentes antiinflamatorios/antirreumáticos en combinación con otros fármacos
m01bx91,"Corticosteroides y vitaminas, combinaciones con"
m01c,Agentes antirreumáticos específicos
m01cx,Otros agentes antirreumáticos específicos
m01cc,Penicilamina y agentes similares
m01cc01,Penicilamina
m01cb,Preparados de oro
m01cb03,Auranofina
m01a,Productos antiinflamatorios y antirreumáticos no esteroideos
m01ah,Coxibs
m01ah01,Celecoxib
m01ah05,Etoricoxib
m01ah04,Parecoxib
m01ab,Derivados del ácido acético y sustancias relacionadas
m01ab16,Aceclofenaco
m01ab05,Diclofenaco
m01ab55,"Diclofenaco, combinaciones con"
m01ab01,Indometacina
m01ab15,Ketorolaco
m01ae,Derivados del ácido propiónico
m01ae14,Dexibuprofeno
m01ae17,Dexketoprofeno
m01ae01,Ibuprofeno
m01ae51,"Ibuprofeno, combinaciones con"
m01ae03,Ketoprofeno
m01ae53,"Ketoprofeno, combinaciones con"
m01ae02,Naproxeno
m01ae52,Naproxeno y esomeprazol
m01ag,Fenamatos
m01ag01,Ácido mefenámico
m01ax,Otros agentes antiinflamatorios y antirreumáticos no esteroideos
m01ax02,Ácido niflúmico
m01ax25,Condroitin sulfato
m01ax21,Diacereína
m01ax05,Glucosamina
m01ax93,Isonixina
m01ax01,Nabumetona
m01ac,Oxicams
m01ac05,Lornoxicam
m01ac06,Meloxicam
m01ac01,Piroxicam
m01ac02,Tenoxicam
m02,Productos tópicos para el dolor articular y muscular
m02a,Productos tópicos para el dolor articular y muscular
m02ax,Otros productos tópicos para el dolor articular y muscular
m02ax10,Varios
m02ac,Preparados con ácido salicílico y derivados
m02ac92,Combinaciones con ácido salicílico
m02aa,Preparados con antiinflamatorios no esteroideos para uso tópico
m02aa25,Aceclofenaco
m02aa05,Bencidamina
m02aa27,Dexketoprofeno
m02aa15,Diclofenaco
algipatch-7792.html,Algipatch
m02aa06,Etofenamato
flogopatch-28966.html,Flogopatch
m02aa51,"Fenilbutazona, combinaciones con"
m02aa99,Fepradinol
m02aa13,Ibuprofeno
m02aa23,Indometacina
m02aa10,Ketoprofeno
m02aa28,Piketoprofeno
m02aa07,Piroxicam
m02ab,Preparados con capsaicina y agentes similares
m02ab01,Capsaicina
m03,Relajantes musculares
m03b,Agentes relajantes musculares de acción central
m03ba,Ésteres del ácido carbámico
m03ba03,Metocarbamol
m03ba53,"Metocarbamol, combinaciones excluyendo psicolépticos"
m03bx,Otros agentes de acción central
m03bx01,Baclofeno
m03bx08,Ciclobenzaprina
m03bx03,Pridinol
m03bx55,"Tiocolchicósido, combinaciones con"
m03bx02,Tizanidina
m03c,Agentes relajantes musculares de acción directa
m03ca,Dantroleno y derivados
m03ca01,Dantroleno
m03a,Agentes relajantes musculares de acción periférica
m03ab,Derivados de la colina
m03ab01,Cloruro de suxametonio
m03ax,Otros agentes relajantes musculares de acción periférica
m03ax01,"Botulínica, toxina"
m03ac,Otros compuestos de amonio cuaternario
m03ac04,"Atracurio, besilato de"
m03ac11,Besilato de cisatracurio
m03ac09,Bromuro de rocuronio
m03ac03,Bromuro de vecuronio
n,Sistema nervioso
n02,Analgésicos
n02a,Opioides
n02aa,Alcaloides naturales del opio
n02aa79,"Codeína, combinaciones con psicolépticos"
n02aa08,Dihidrocodeína
n02aa03,Hidromorfona
n02aa01,Morfina
n02aa05,Oxicodona
n02aa55,Oxicodona y naloxona
n02ab,Derivados de la fenilpiperidina
n02ab03,Fentanilo
n02ab02,Petidina
n02ae,Derivados de la oripavina
n02ae01,Buprenorfina
n02aj,Opioides combinados con otros analgesicos
n02aj08,Codeina e ibuprofeno
n02aj07,Codeina y acido acetilsalicilico
n02aj06,Codeina y paracetamol
n02aj16,Tramadol y celecoxib
n02aj14,Tramadol y dexketoprofeno
n02aj13,Tramadol y paracetamol
n02ax,Otros opioides
n02ax06,Tapentadol
n02ax02,Tramadol
n02b,Otros analgésicos y antipiréticos
n02ba,Ácido salicílico y derivados
n02ba01,Ácido acetilsalicílico
n02ba51,"Ácido acetilsalicílico, combinaciones excluyendo psicolépticos"
n02be,Anilidas
n02be01,Paracetamol
n02be51,"Paracetamol, combinaciones excluyendo psicolépticos"
n02bf,Gabapentinoides
n02bf01,Gabapentina
n02bf02,Pregabalina
n02bg,Otros analgésicos y antipiréticos
n02bg10,Cannabinoides
n02bg91,Clonixinato de lisina
n02bg09,Metoxiflurano
n02bg08,Ziconotida
n02bb,Pirazolonas
n02bb02,Metamizol sódico
n02bb54,"Propifenazona, combinaciones excluyendo psicolépticos"
n02c,Preparados antimigrañosos
n02cc,Agonistas selectivos de serotonina (5-HT1)
n02cc05,Almotriptán
n02cc06,Eletriptán
n02cc07,Frovatriptan
n02cc08,Lasmiditan
n02cc02,Naratriptán
n02cc04,Rizatriptán
n02cc01,Sumatriptán
n02cc03,Zolmitriptán
n02ca,Alcaloides del ergot
n02ca52,"Ergotamina, combinaciones excluyendo psicolépticos"
n02cd,Antagonistas del ligando péptido relacionado con el gen de la calcitonina (CGRP)
n02cd07,Atogepant
n02cd05,Eptinezumab
n02cd01,Erenumab
n02cd03,Fremanezumab
n02cd02,Galcanezumab
n02cd06,Rimegepant
n02cx,Otros preparados antimigrañosos
n02cx01,Pizotifeno
n01,Anestésicos
n01a,Anestésicos generales
n01ah,Anéstesicos opiodes
n01ah02,Alfentanilo
n01ah01,Fentanilo
n01ah06,Remifentanilo
n01ah03,Sufentanilo
n01af,"Barbitúricos, monofármacos"
n01af03,Tiopental sódico
n01ab,Hidrocarburos halogenados
n01ab07,Desflurano
n01ab06,Isoflurano
n01ab08,Sevoflurano
n01ax,Otros anestésicos generales
n01ax07,Etomidato
n01ax03,Ketamina
n01ax13,Oxido nitroso
n01ax63,"Óxido nitroso, combinaciones con"
n01ax10,Propofol
n01ax15,Xenón
n01b,Anestésicos locales
n01bb,Amidas
n01bb58,"Articaína, combinaciones con"
n01bb01,Bupivacaína
n01bb51,"Bupivacaína, combinaciones con"
n01bb20,Combinaciones
n01bb10,Levobupivacaína
n01bb02,Lidocaína
n01bb52,"Lidocaína, combinaciones con"
n01bb03,Mepivacaína
n01bb53,"Mepivacaína, combinaciones con"
n01bb04,Prilocaína
n01bb09,Ropivacaína
n01ba,Ésteres del ácido aminobenzoico
n01ba05,Benzocaína
n01ba04,Clorprocaína
n01ba02,Procaína
n01ba03,Tetracaína
n01bx,Otros anestésicos locales
n01bx04,Capsaicina
n01bx01,Cloruro de etilo
n03,Antiepilépticos
n03a,Antiepilépticos
n03aa,Barbitúricos y derivados
n03aa02,Fenobarbital
n03aa03,Primidona
n03ae,Derivados de la benzodiazepina
n03ae01,Clonazepam
n03af,Derivados de la carboxamida
n03af01,Carbamazepina
n03af04,Eslicarbazepina
n03af02,Oxcarbazepina
n03af03,Rufinamida
n03ab,Derivados de la hidantoína
n03ab02,Fenitoína
n03ad,Derivados de la succinimida
n03ad01,Etosuximida
n03ag,Derivados de los ácidos grasos
n03ag01,Ácido valproico
n03ag06,Tiagabina
n03ag02,Valpromida
n03ag04,Vigabatrina
n03ax,Otros antiepilépticos
n03ax23,Brivaracetam
n03ax24,Cannabidiol
n03ax25,Cenobamato
n03ax17,Estiripentol
n03ax26,Fenfluramina
n03ax12,Gabapentina
n03ax27,Ganaxolona
n03ax18,Lacosamida
n03ax09,Lamotrigina
n03ax14,Levetiracetam
n03ax22,Perampanel
n03ax16,Pregabalina
n03ax21,Retigabina
n03ax11,Topiramato
n03ax15,Zonisamida
n04,Antiparkinsonianos
n04a,Agentes anticolinérgicos
n04aa,Aminas terciarias
n04aa02,Biperideno
n04aa04,Prociclidina
n04aa01,Trihexifenidilo
n04b,Agentes dopaminérgicos
n04bc,Agonistas dopaminérgicos
n04bc07,Apomorfina
n04bc01,Bromocriptina
n04bc06,Cabergolina
n04bc05,Pramipexol
n04bc04,Ropinirol
n04bc09,Rotigotina
n04bb,Derivados del adamantano
n04bb01,Amantadina
n04ba,Dopa y derivados de la dopa
n04ba07,Foslevodopa e inhibidor de la decarboxilasa
n04ba01,Levodopa
n04ba02,Levodopa con inhibidor de la descarboxilasa
n04ba03,Levodopa con inhibidor de la descarboxilasa e inhibidor de la COMT
n04bd,Inhibidores de la monoaminoxidasa B
n04bd02,Rasagilina
n04bd03,Safinamida
n04bd01,Selegilina
n04bx,Otros agentes dopaminérgicos
n04bx02,Entacapona
n04bx04,Opicapona
n04bx01,Tolcapona
n07,Otras drogas que actúan sobre el sistema nervioso
n07b,Fármacos usados en desórdenes adictivos
n07ba,Fármacos usados en la dependencia a nicotina
n07ba04,Cistina
n07ba01,Nicotina
n07ba03,Vareniclina
n07bc,Fármacos usados en la dependencia a opioides
n07bc01,Buprenorfina
n07bc51,"Buprenorfina, combinaciones con"
n07bc05,Levometadona
n07bc02,Metadona
n07bb,Fármacos usados en la dependencia al alcohol
n07bb03,Acamprosato
n07bb02,Carbimida cálcica
n07bb01,Disulfiram
n07bb05,Nalmefeno
n07bb04,Naltrexona
n07x,Otros fármacos que actúan sobre el sistema nervioso
n07xx,Otros fármacos que actúan sobre el sistema nervioso
n07xx05,Amifampridina
n07xx07,Fampridina
n07xx15,Inotersén
n07xx04,Oxibato de sodio
n07xx12,Patisiran
n07xx11,Pitolisant
n07xx02,Riluzol
n07xx08,Tafamidis
n07xx06,Tetrabenazina
n07xx22,Tofersén
n07xx18,Vutrisiran
n07a,Parasimpaticomiméticos
n07aa,Inhibidores de la acetilcolinesterasa
n07aa91,Edrofonio
n07aa01,Neostigmina
n07aa02,Piridostigmina
n07ax,Otros parasimpaticomiméticos
n07ax01,Pilocarpina
n07c,Preparados contra el vértigo
n07ca,Preparados contra el vértigo
n07ca01,Betahistina
n07ca02,Cinarizina
n07ca52,"Cinarizina, combinaciones con"
n07ca03,Flunarizina
n06,Psicoanalépticos
n06a,Antidepresivos
n06ag,Inhibidores de la monoaminooxidasa A
n06ag02,Moclobemida
n06af,Inhibidores no selectivos de la monoaminooxidasa
n06af04,Tranilcipromina
n06aa,Inhibidores no selectivos de la recaptación de monoaminas
n06aa09,Amitriptilina
n06aa04,Clomipramina
n06aa12,Doxepina
n06aa02,Imipramina
n06aa21,Maprotilina
n06aa10,Nortriptilina
n06aa06,Trimipramina
n06ab,Inhibidores selectivos de la recaptación de serotonina
n06ab04,Citalopram
n06ab10,Escitalopram
n06ab03,Fluoxetina
n06ab08,Fluvoxamina
n06ab05,Paroxetina
n06ab06,Sertralina
n06ax,Otros antidepresivos
n06ax22,Agomelatina
n06ax12,Bupropion
n06ax23,Desvenlafaxina
n06ax21,Duloxetina
n06ax27,Esketamina
n06ax03,Mianserina
n06ax11,Mirtazapina
n06ax01,Oxitriptán
n06ax18,Reboxetina
n06ax14,Tianeptina
n06ax05,Trazodona
n06ax16,Venlafaxina
n06ax26,Vortioxetina
n06d,Fármacos anti-demencia
n06da,Anticolinesterasas
n06da02,Donepezilo
n06da52,Donepezilo y memantina
n06da04,Galantamina
n06da03,Rivastigmina
n06dx,Otros fármacos anti-demencia
n06dx02,Ginkgo folium
n06dx01,Memantina
n06b,"Psicoestimulantes, agentes utilizados para la adhd y nootrópicos"
n06ba,Agentes simpaticomiméticos de acción central
n06ba09,Atomoxetina
n06ba02,Dexanfetamina
n06ba12,Lisdexanfetamina
n06ba04,Metilfenidato
n06ba07,Modafinilo
n06ba14,Solriamfetol
n06bc,Derivados de la xantina
n06bc01,Cafeína
n06bx,Otros psicoestimulantes y nootrópicos
n06bx06,Citicolina
n06bx04,Deanol
n06bx13,Idebenona
n06bx03,Piracetam
n06bx08,Pirisudanol
n06bx18,Vinpocetina
n06c,Psicolépticos y psicoanalépticos en combinación
n06ca,Antidepresivos en combinación con psicolépticos
n06ca01,Amitriptilina y psicolépticos
n06ca02,Melitraceno y psicolépticos
n05,Psicolépticos
n05b,Ansiolíticos
n05ba,Derivados de la benzodiazepina
n05ba12,Alprazolam
n05ba24,Bentazepam
n05ba08,Bromazepam
n05ba09,Clobazam
n05ba05,Clorazepato de potasio
n05ba02,Clordiazepóxido
n05ba21,Clotiazepam
n05ba01,Diazepam
n05ba51,"Diazepam, combinaciones con"
n05ba10,Ketazolam
n05ba06,Lorazepam
n05ba14,Pinazepam
n05bb,Derivados del difenilmetano
n05bb01,Hidroxizina
n05bx,Otros ansiolíticos
n05bx05,Lavandulae aetheroleum
n05a,Antipsicóticos
n05al,Benzamidas
n05al05,Amisulprida
n05al07,Levosulpirida
n05al01,Sulpirida
n05al03,Tiaprida
n05ad,Derivados de la butirofenona
n05ad08,Droperidol
n05ad01,Haloperidol
n05ag,Derivados de la difenilbutilpiperidina
n05ag02,Pimozida
n05ae,Derivados del indol
n05ae05,Lurasidona
n05ae03,Sertindol
n05ae04,Ziprasidona
n05af,Derivados del tioxanteno
n05af05,Zuclopentixol
n05ah,"Diazepinas, oxazepinas, tiazepinas y oxepinas"
n05ah05,Asenapina
n05ah06,Clotiapina
n05ah02,Clozapina
n05ah01,Loxapina
n05ah03,Olanzapina
n05ah04,Quetiapina
n05aa,Fenotiazinas con cadena lateral alifática
n05aa01,Clorpromazina
n05aa02,Levomepromazina
n05ab,Fenotiazinas con estructura piperazínica
n05ab02,Flufenazina
n05ab03,Perfenazina
n05ab06,Trifluoperazina
n05ac,Fenotiazinas con estructura piperidínica
n05ac01,Periciazina
n05ac04,Pipotiazina
n05an,Litio
n05an01,Litio
n05ax,Otros antipsicóticos
n05ax12,Aripiprazol
n05ax16,Brexpiprazol
n05ax15,Cariprazina
n05ax13,Paliperidona
n05ax08,Risperidona
n05c,Hipnóticos y sedantes
n05ch,Agonistas del receptor de melatonina
n05ch01,Melatonina
n05cj,Antagonistas receptor orexina
n05cj03,Daridorexant
n05cd,Derivados de la benzodiazepina
n05cd09,Brotizolam
n05cd01,Flurazepam
n05cd11,Loprazolam
n05cd06,Lormetazepam
n05cd08,Midazolam
n05cd10,Quazepam
n05cd14,Remimazolam
n05cd05,Triazolam
n05cf,Fármacos relacionados con las benzodiazepinas
n05cf03,Zaleplon
n05cf02,Zolpidem
n05cf01,Zopiclona
n05cx,"Hipnóticos y sedantes en combinación, excluyendo barbitúricos"
n05cx92,"Glutamato magnésico y prometazina, combinaciones con"
n05cm,Otros hipnóticos y sedantes
n05cm02,Clometiazol
n05cm18,Dexmedetomidina
n05cm93,Glutamato magnésico bromhidrato
n05cm09,Valerianae radix
p,"Antiparasitarios, insecticidas y repelentes"
p02,Antihelmínticos
p02d,Anticestodos
p02dx,Otros anticestodos
p02dx91,Sodio cloruro
p02c,Antinematodos
p02cf,Avermectinas
p02cf01,Ivermectina
p02cc,Derivados de la tetrahidropirimidina
p02cc01,Pirantel
p02ca,Derivados del benzimidazol
p02ca03,Albendazol
p02ca01,Mebendazol
p02cx,Otros antinematodos
p02cx01,Cloruro de pirvinio
p01,Antiprotozoarios
p01a,Agentes contra la amebiasis y otras enfermedades por protozoarios
p01ab,Derivados del nitroimidazol
p01ab01,Metronidazol
p01ab02,Tinidazol
p01ax,Otros agentes contra la amebiasis y otras enfermedades por protozoarios
p01ax06,Atovacuona
p01c,Agentes contra la leishmaniasis y otras tripanosomiasis
p01cb,Compuestos antimoniales
p01cb01,Antimoniato de meglumina
p01cc,Derivados del nitrofurano
p01cc01,Nifurtimox
p01cx,Otros agentes contra la leishmaniasis y tripanosomiasis
p01cx01,Isetionanto de pentamidina
p01b,Antipalúdicos
p01ba,Aminoquinolinas
p01ba01,Cloroquina
p01ba02,Hidroxicloroquina
p01bf,"Artemisinina y derivados, combinaciones"
p01bf01,Artemetero y lumefantrina
p01bb,Biguanidas
p01bb51,"Proguanil, combinaciones con"
p01bd,Diaminopirimidinas
p01bd01,Pirimetamina
p03,"Ectoparasiticidas, incluidos escabicidas, insecticidas y repelentes"
p03a,"Ectoparasiticidas, incluyendo escabicidas"
p03ac,"Piretrinas, incluyendo compuestos sintéticos"
p03ac04,Permetrina
r,Sistema respiratorio
r03,Agentes contra padecimientos obstructivos de las vías respiratorias
r03c,Adrenérgicos para uso sistémico
r03ca,Agonistas de receptores adrenérgicos alfa y beta
r03ca02,Efedrina
r03cc,Agonistas selectivos de receptores beta-2 adrenérgicos
r03cc12,Bambuterol
r03cc02,Salbutamol
r03cc03,Terbutalina
r03cc53,"Terbutalina, combinaciones con"
r03a,"Adrenérgicos, inhalatorios"
r03al,"Adrenergicos en combinacion con anticolinergicos, combinaciones con corticosteroides incl."
r03al04,Bromuro de indacaterol y glicopirronio
r03al02,Bromuro de salbutamol e ipratropio
r03al03,Bromuro de vilanterol y umeclidinio
r03al05,Formoterol y bromuro de aclidinio
r03al09,"Formoterol, glicopirronio, bromuro de y beclometasona"
r03al11,"Formoterol, glicopirronio, bromuro de y budesonida"
r03al12,"Indacaterol, bromuro de glicopirronio y mometasona"
r03al06,Olodaterol y bromuro de tiotropio
r03al08,"Vilanterol, umeclidinio, bromuro de y fluticasona, furoato de"
r03ak,"Adrenergicos en combinacion con corticosteroides u otras agentes, excluyendo los anticolinergicos"
r03ak08,Formoterol y beclometasona
r03ak07,Formoterol y budesonida
r03ak11,Formoterol y fluticasona
r03ak14,Indacaterol y mometasona
r03ak13,Salbutamol y beclometasona
r03ak06,Salmeterol y fluticasona
r03ak10,Vilanterol y furoato de fluticasona
r03ac,Agonistas selectivos de receptores beta-2 adrenérgicos
r03ac13,Formoterol
r03ac18,Indacaterol
r03ac19,Olodaterol
r03ac02,Salbutamol
r03ac12,Salmeterol
r03ac03,Terbutalina
r03d,Otros agentes contra padecimientos obstructivos de las
r03dc,Antagonistas del receptor de leucotrienos
r03dc03,Montelukast
r03dc01,Zafirlukast
r03dx,"Otros agentes contra padecimientos obstructivos de las vias respiratorias, inhalatorios para uso sistemico"
r03dx10,Benralizumab
r03dx09,Mepolizumab
r03dx05,Omalizumab
r03dx08,Reslizumab
r03dx07,Roflumilast
r03dx11,Tezepelumab
r03da,Xantinas
r03da51,"Diprofilina, combinaciones con"
r03da12,Mepiramina teofilinacetato
r03da04,Teofilina
r03b,"Otros agentes contra padecimientos obstructivos de las vías respiratorias, inhalatorios"
r03bc,"Agentes antialérgicos, excluyendo corticosteroides"
r03bc01,Ácido cromoglícico
r03bc03,Nedocromilo
r03bb,Anticolinérgicos
r03bb05,Bromuro de aclidinio
r03bb01,Bromuro de ipratropio
r03bb04,Bromuro de tiotropio
r03bb06,Glicopirronio bromuro
r03bb07,R03bb07- umeclidinio bromuro
r03ba,Glucocortocoides
r03ba01,Beclometasona
r03ba02,Budesonida
r03ba08,Ciclesonida
r03ba05,Fluticasona
r03ba07,Mometasona
r06,Antihistamínicos para uso sistémico
r06a,Antihistamínicos para uso sistémico
r06ab,Alquilaminas sustituidas
r06ab02,Dexclorfeniramina
r06aa,Aminoalquil éteres
r06aa04,Clemastina
r06aa02,Difenhidramina
r06aa52,"Difenhidramina, combinaciones con"
r06aa09,Doxilamina
r06aa59,"Doxilamina, combinaciones con"
r06ad,Derivados de la fenotiazina
r06ad01,Alimemazina
r06ad07,Mequitazina
r06ad02,Prometazina
r06ae,Derivados de la piperazina
r06ae07,Cetirizina
r06ae57,Cetirizina en asociacion
r06ae92,Clocinizina en asociacion
r06ae09,Levocetirizina
r06ae05,Meclozina
r06ax,Otros antihistamínicos para uso sistémico
r06ax19,Azelastina
r06ax29,Bilastina
r06ax02,Ciproheptadina
r06ax27,Desloratadina
r06ax22,Ebastina
r06ax26,Fexofenadina
r06ax17,Ketotifeno
r06ax13,Loratadina
r06ax25,Mizolastina
r06ax28,Rupatadina
r07,Otros productos para el sistema respiratorio
r07a,Otros productos para el sistema respiratorio
r07ax,Otros productos para el sistema respiratorio
r07ax02,Ivacaftor
r07ax30,Ivacaftor y lumacaftor
r07ax31,Ivacaftor y tezacaftor
r07ax32,"Ivacaftor, tezacaftor y elexacaftor"
r07ax01,Óxido nítrico
r07aa,Surfactantes pulmonares
r07aa02,Fosfolípidos naturales
r01,Preparados de uso nasal
r01b,Descongestivos nasales para uso sistémico
r01ba,Simpaticomiméticos
r01ba52,Combinaciones con pseudoefedrina
r01ba53,"Fenilefrina, combinaciones con"
r01ba02,Pseudoefedrina
r01a,Descongestivos y otros preparados nasales para uso tópico
r01ac,"Agentes antialérgicos, excluyendo corticosteroides"
r01ac01,Ácido cromoglícico
r01ac03,Azelastina
r01ac02,Levocabastina
r01ad,Corticosteroides
r01ad01,Beclometasona
r01ad05,Budesonida
r01ad08,Fluticasona
r01ad58,"Fluticasona, combinaciones con"
r01ad12,Furoato de fluticasona
r01ad09,Mometasona
r01ad59,"Mometasona, combinaciones con"
r01ad11,Triamcinolona
r01ax,Otros preparados nasales
r01ax03,Bromuro de ipratropio
r01ax30,Combinaciones
r01ax06,Mupirocina
r01ax02,Retinol
r01ax10,Varios
r01ab,"Simpaticomiméticos, combinaciones excluyendo corticosteroides"
r01ab07,Oximetazolina
r01ab06,Xilometazolina
r01aa,"Simpaticomiméticos, monofármacos"
r01aa04,Fenilefrina
r01aa08,Nafazolina
r01aa05,Oximetazolina
r01aa09,Tramazolina
r01aa07,Xilometazolina
r02,Preparados para la garganta
r02a,Preparados para la garganta
r02ad,Anestésicos locales
r02ab,Antibióticos
r02ab54,"Bacitracina, combinaciones con"
r02ab03,Fusafungina
r02ab01,Neomicina
r02ab02,Tirotricina
r02aa,Antisépticos
r02aa03,Alcohol diclorobencílico
r02aa05,Clorhexidina
r02aa55,"Clorhexidina, combinaciones con"
r02aa52,"Decualinio, combinaciones con"
r02aa15,Povidona iodada
r02aa20,Varios
r02ax,Otros preparados para la garganta
r02ax03,Bencidamina
r02ax01,Flurbiprofeno
r05,Preparados para la tos y el resfríado
r05f,Combinaciones de supresores de la tos y expectorantes
r05fa,Derivados del opio y expectorantes
r05fa02,Derivados del opio y expectorantes
r05fb,Otros supresores de la tos y expectorantes
r05fb02,Supresores de la tos y expectorantes
r05c,"Expectorantes, excluyendo combinaciones con supresores de la tos"
r05ca,Expectorantes
r05ca10,Combinaciones
r05ca03,Guaifenesina
r05ca12,Hederae helicis folium
r05cz,Expectorantes y/o mucolíticos con antiinfecciosos
r05cz93,Penicilinas asociadas a mucolítico y/o expectorante
r05cz95,Sulfonamidas asociadas a mucolítico y/o expectorante
r05cb,Mucolíticos
r05cb01,Acetilcisteína
r05cb06,Ambroxol
r05cb02,Bromhexina
r05cb03,Carbocisteína
r05cb10,Combinaciones
r05cb13,Dornasa alfa (desoxirribonucleasa)
r05cb16,Manitol
r05cb05,Mesna
r05cb07,Sobrerol
r05x,Otros preparados para el resfríado
r05x_,Otros preparados combinados para el resfriado
r05d,"Supresores de la tos, excluyendo combinaciones con expectorantes"
r05da,Alcaloides del opio y derivados
r05da04,Codeína
r05da20,Combinaciones
r05da09,Dextrometorfano
r05da91,Dihidrocodeina
r05da11,Dimemorfano
r05da07,Noscapina
r05db,Otros supresores de la tos
r05db21,Cloperastina
r05db20,Combinaciones
r05db29,Gefapixant
r05db27,Levodropropizina
r05db05,Pentoxiverina
s,Órganos sensoriales
s01,Oftalmológicos
s01b,Agentes antiinflamatorios
s01bc,Agentes antiinflamatorios no esteroideos
s01bc11,Bromfenaco
s01bc03,Diclofenaco
s01bc05,Ketorolaco
s01bc10,Nepafenaco
s01bz,"Corticosteroides asociados, excluyendo S01CA y S01CB"
s01bz91,Otras asociaciones de dexametasona
s01bb,Corticosteroides y midriáticos en combinación
s01bb91,Dexametasona asociación a midriatico
s01ba,"Corticosteroides, monofármacos"
s01ba01,Dexametasona
s01ba15,Fluocinolona acetónido
s01ba07,Fluorometolona
s01ba02,Hidrocortisona
s01ba04,Prednisolona
s01ba13,Rimexolona
s01c,Agentes antiinflamatorios y antiinfecciosos en combinación
s01cc,Agentes antiinflamatorios no esteroideos y antiinfecciosos en combinación
s01cc01,Diclofenaco y antiinfecciosos
s01ca,Corticosteroides y antiinfecciosos en combinación
s01ca01,Dexametasona y antiinfecciosos
s01ca02,Prednisolona y antiinfecciosos
s01ca94,Prednisona en asociación a antiinfecciosos
s01l,Agentes contra trastornos vasculares oculares
s01la,Agentes antineovascularización
s01la05,Aflibercept
s01la06,Brolucizumab
s01la09,Faricimab
s01la03,Pegaptanib
s01la04,Ranibizumab
s01la01,Verteporfina
s01j,Agentes de diagnóstico
s01ja,Agentes colorantes
s01ja01,Fluoresceína
s01ja51,"Fluoresceína, combinaciones con"
s01h,Anestésicos locales
s01ha,Anestésicos locales
s01ha30,Combinaciones
s01ha07,Lidocaína
s01ha02,Oxibuprocaína
s01a,Antiinfecciosos
s01aa,Antibióticos
s01aa13,Ácido fusídico
s01aa20,Antibióticos en combinación con otras farmacos
s01aa26,Azitromicina
s01aa27,Cefuroxima
s01aa01,Cloranfenicol
s01aa02,Clortetraciclina
s01aa30,Combinaciones de diferentes antibióticos
s01aa17,Eritromicina
s01aa11,Gentamicina
s01aa23,Netilmicina
s01aa04,Oxitetraciclina
s01aa12,Tobramicina
s01ad,Antivirales
s01ad03,Aciclovir
s01ad09,Ganciclovir
s01ae,Fluoroquinolonas
s01ae03,Ciprofloxacino
s01ae07,Moxifloxacino
s01ae02,Norfloxacino
s01ae01,Ofloxacino
s01ax,Otros antiinfecciosos
s01ax05,Bibrocatol
s01ax18,Povidona iodada
s01g,Descongestivos y antialérgicos
s01gx,Otros antialérgicos
s01gx01,Ácido cromoglícico
s01gx03,Ácido espaglúmico
s01gx07,Azelastina
s01gx13,Bilastina
s01gx91,Clorfenamina
s01gx06,Emedastina
s01gx10,Epinastina
s01gx08,Ketotifeno
s01gx02,Levocabastina
s01gx05,Lodoxamida
s01gx04,Nedocromil
s01gx09,Olopatadina
s01ga,Simpaticomiméticos usados como descongestivos
s01ga07,Brimonidina
s01ga51,Combinaciones con nafazolina
s01ga05,Fenilefrina
s01ga01,Nafazolina
s01ga04,Oximetazolina
s01ga02,Tetrizolina
s01ga52,"Tetrizolina, combinaciones con"
s01f,Midriáticos y ciclopléjicos
s01fa,Anticolinérgicos
s01fa01,Atropina
s01fa04,Ciclopentolato
s01fa06,Tropicamida
s01fa56,"Tropicamida, combinaciones con"
s01fb,"Simpaticomiméticos, excluyendo preparados contra el glaucoma"
s01fb01,Fenilefrina
s01fb51,Fenilefrina en asociacion
s01x,Otros oftalmológicos
s01xa,Otros oftalmológicos
s01xa19,"Celulas madre limbares, autologas"
s01xa24,Cenegermina
s01xa18,Ciclosporina
s01xa03,"Cloruro de sodio, hipertónico"
s01xa95,Cromocarbo
s01xa05,Edetato de sodio
s01xa20,Lágrimas artificiales y otros preparados inertes
s01xa21,Mercaptamina
s01xa22,Ocriplasmina
s01xa27,Voretigene neparvovec
s01e,Preparados contra el glaucoma y mióticos
s01ed,Agentes betabloqueantes
s01ed02,Betaxolol
s01ed05,Carteolol
